candidate_id,candidate_election_year,candidate_name,party_full,incumbent_challenge_full,office,total_receipts,total_disbursements,cash_on_hand_end_period,committee_ids,coverage_end_date,candidate_pcc_id,candidate_pcc_name
P40013708,2024,"WEST, CORNEL",INDEPENDENT,Challenger,P,1398321.09,1396083.06,2238.03,{C00843508},2024-12-31 00:00:00,C00843508,CORNEL WEST FOR PRESIDENT
P40013716,2024,"BUKOVINAC, TERRISA LIN",DEMOCRATIC PARTY,Challenger,P,65640.40,66102.09,-461.69,{C00842617},2024-12-31 00:00:00,C00842617,BUKOVINAC FOR PRESIDENT
P40013724,2024,"SONSKI, PETER",OTHER,Challenger,P,87899.72,83645.76,5951.71,{C00843078},2024-12-31 00:00:00,C00843078,PETER SONSKI FOR PRESIDENT
P40013732,2024,"KLESKI, PHILLIP BRYAN",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00843789},,C00843789,PHILLIP BRYAN KLESKI FOR PRESIDENT CAMPAIGN COMMITTEE
P40013765,2024,"SUAREZ, FRANCIS X.",REPUBLICAN PARTY,Challenger,P,1806021.32,1806021.32,0.00,{C00842971},2024-10-15 00:00:00,C00842971,"SUAREZ FOR PRESIDENT, INC."
P40013773,2024,"SHARPE, DEBORAH",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00843052},,C00843052,SHARPE CAMPAIGN FUND
P40013823,2024,"TANNER, MALCOLM",NO PARTY AFFILIATION,Challenger,P,0.0,0.0,0.0,{C00843128},,C00843128,DR. MALCOLM TANNER CAMPAIGN
P40013856,2024,"JONES, TUROK",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00843185},,C00843185,TUROK JONES ACTIVISM FOR AMERICA
P40013922,2024,"IRVING, SHONDRA Y",INDEPENDENT,Challenger,P,9742.56,7612.06,420.00,{C00841189},2024-09-30 00:00:00,C00841189,SHONDRA IRVING
P40013930,2024,"GOLLAHER, GEORGE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00843342},,C00843342,GOLLAHER FOR PRESIDENT
P40013955,2024,"AYALA, ROBERT CARLOS",DEMOCRATIC PARTY,Challenger,P,655.00,635.00,20.00,{C00843409},2023-12-31 00:00:00,C00843409,"ROBERT C. AYALA FOR PRESIDENT, INC."
P40013971,2024,"JONES, TUROK",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00843185},,C00843185,TUROK JONES ACTIVISM FOR AMERICA
P40013989,2024,"NOONAN, MICHAEL",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00697797},,C00697797,MICHAEL NOONAN
P40014003,2024,"FARMS, WILLIAM",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00843532},,C00843532,CRAZY WILLIAM FARMS
P40014011,2024,"HURD, WILLIAM",REPUBLICAN PARTY,Challenger,P,1451894.03,1451894.03,0.00,{C00843540},2024-02-23 00:00:00,C00843540,"HURD FOR AMERICA, INC."
P40014029,2024,"ESKELSON, AMANDA CATHERINE",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00848572},,,
P40014052,2024,"212 N HALF  W. JOHN, RODNEY HOWARD MR.",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00843664},,C00843664,RODNEY JAMES HOWARD
P40014060,2024,"HALL JR, ADRIAN MAURICE",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00844092},,C00844092,HALL DEMOCRATIC COMMITTEE
P40014078,2024,"SANDOVAL, ANTHONY JASON",,Challenger,P,0.0,0.0,0.0,{C00843813},,C00843813,PERSIDENCYOFTHEUNITEDSTATESOFAMERICA/ANTHONYJASONSANDOVAL
P40014086,2024,"CATANESE, PAUL",INDEPENDENT,Challenger,P,8799.13,6493.24,2305.89,{C00843805},2024-12-31 00:00:00,C00843805,PAUL VINCENT CATANESE FOR PRESIDENT
P40014094,2024,"PATSY, ADAM ZANE",NONE,Challenger,P,0.0,0.0,0.0,{C00843847},,C00843847,PATSY 2024
P40014102,2024,"JAMES, THOMAS SALZILLO",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00843870},,C00843870,THOMAS SALZILLO JAMES MAKING WE THE PEOPLE MEAN SOMETHING
P40014110,2024,"MARRS, DAMON FOSTER",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00844746},,C00844746,DAMON MARRS
P40014151,2024,"RILEY, PATRICK",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00842542},,C00842542,PATRICK FOR PRESIDENT
P40014169,2024,"GILDON II, DENNIS",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00844019},,C00844019,DENICIO ROYAL
P40014177,2024,"HERRING, ANGELA MARIE MS.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00843102},,C00843102,ANGELA MARIE HERRING 4POTUS24
P40014185,2024,"CLARK, LANDRUS STEVEN MR",OTHER,Challenger,P,0.0,0.0,0.0,{C00844126},,C00844126,NONE OF THE ABOVE
P40014201,2024,"BOUSKA, SNOOKS",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00844175},,C00844175,SNOOKS BOUSKA FOR PRESIDENT
P40014227,2024,"STEINBERG, MICHAEL A MR.",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00844217},,C00844217,MICHAEL A STEINBERG FOR PRESIDENT
P40014235,2024,"FARMS, WILLIAM",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00844464},,C00844464,
P40014243,2024,"VASSAR, JASON",,Challenger,P,0.0,0.0,0.0,{C00844472},,C00844472,JASON VASSAR FOR PRESIDENT
P40014276,2024,"FERRY, CHARLES GRIFFITH MR JR",LIBERTARIAN PARTY,Challenger,P,0.00,0.00,500.00,"{C00844605,C00847442}",2023-06-30 00:00:00,C00844605,COMMITTEE TO ELECT CHARLIE GRIFFITH
P40014284,2024,"WOOD, MICHAEL",PROHIBITION PARTY,Challenger,P,0.0,0.0,0.0,{C00844902},,C00844902,PROHIBITION NATIONAL COMMITTEE WOOD FOR PRESIDENT
P40014300,2024,"MURPHY, STEPHEN PAUL JR.",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00844910},,C00844910,STEPHEN MURPHY FOR PRESIDENT
P40014334,2024,"GRABEN, DAVID",OTHER,Challenger,P,0.0,0.0,0.0,{C00844886},,C00844886,"EMPIRE OF WASHINGTON, DAVID"
P40014359,2024,"FARMS, WILLIAM",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00845263},,C00845263,
P40014391,2024,"JACKSON, E.W.",REPUBLICAN PARTY,Challenger,P,126242.91,126242.91,0.00,{C00845552},2024-02-26 00:00:00,C00845552,E.W. JACKSON FOR PRESIDENT
P40014409,2024,"THOMPSON, SYLVANIA",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00845636},,C00845636,SYLVANIA THOMPSON CAMPAIGN
P40014417,2024,"SIMMES, DAVID RICHARD MR. SR.",NON-PARTY,Challenger,P,0.0,0.0,0.0,{C00845677},,C00845677,SIMMES 4 VICE PRESIDENT
P40014490,2024,"WEILER, CHRIS",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00845834},,C00845834,CHRIS WEILER FOR PRESIDENT
P40014508,2024,"HOOK PHD., LOUIS CHARLES DR. ADMIRAL",FEDERALIST,Challenger,P,0.0,0.0,0.0,"{C00845875,C00882795}",,C00882795,VFGA 2024
P40014516,2024,"WALTERS, MARY JO",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00845883},,C00845883,MARY JO WALTERS' ANGRYHOUSEWIFECOMMITTEE
P40014532,2024,"PORTLOCK, CHRISTOPHER DAVID",,Challenger,P,0.0,0.0,0.0,{C00846253},,C00846253,CHRISTOPHER PORTLOCK TOH FOR 24
P40014540,2024,"SMITH, JOSHUA D.",LIBERTARIAN PARTY,Challenger,P,21970.02,21945.02,2125.95,{C00846584},2024-09-30 00:00:00,C00846584,THE COMMITTEE TO ELECT JOSHUA SMITH
P40014557,2024,"ARRINGTON, BRYAN LAMONT LORD",INDEPENDENT,Challenger,P,0.00,0.00,4233.12,{C00846295},2024-09-30 00:00:00,C00846295,FINO FAILURE IS NO OPTION
P40014565,2024,"ANDERSON, JOSHUA",LIBERTARIAN PARTY,Challenger,P,0.00,0.00,0.00,{C00846923},2024-12-31 00:00:00,C00846923,JOSH ANDERSON FOR PRESIDENT 2024
P40014573,2024,"HOFFMAN, RALPH ROBBIE MR",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00846493},,C00846493,ROBBIE HOFFMAN FOR PRESIDENT
P40014581,2024,"MALLOY, ANITA",AMERICAN INDEPENDENT PARTY,Challenger,P,0.0,0.0,0.0,{C00846634},,C00846634,PRESIDENT OF THE UNITED STATES
P40014599,2024,"FARR, JOAN",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,"{C00846659,C00874768}",,C00874768,JOAN FARR FOR PRESIDENT
P40014607,2024,"SINGH, HIRSH",REPUBLICAN PARTY,Challenger,P,41364.61,41364.61,0.00,{C00846709},2023-11-01 00:00:00,C00846709,HIRSH SINGH FOR PRESIDENT
P40014623,2024,"RICHARDSON, ANTHONY JAMES MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00846907},,C00846907,BUGS AUTOMOTIVE
P40014631,2024,"MICHAELS, DANIEL",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00848846},,C00848846,DANIELMICHAELS
P40014649,2024,"LANCASTER, RICHARD TODD",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00847038},,C00847038,1776 R. LANCASTER FOR PRESIDENT
P40014656,2024,"TIMOTHEE, AMOS",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00847111},,C00847111,AMOS TIMOTHEE FOR PRESIDENT 2024
P40014714,2024,"CELIA RODRIGUEZ, STEFFANE MARIE",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00847434},,C00847434,STEFFANE RODRIGUEZ
P40014722,2024,"GUTIERREZ, MIGUEL A SR",UNKNOWN,Challenger,P,0.0,0.0,0.0,{C00847459},,C00847459,TRADITIONAL COMMITTEE STRUCTURE M.A.G
P40014755,2024,"PRINCE, JOHN ALLEN",INDEPENDENT,Challenger,P,44257.50,26312.00,600.00,{C00847541},2025-01-31 00:00:00,C00847541,PRINCEFORPRESIDENT
P40014789,2024,"MONCADA, RICHARD CHARLES",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00847723},,C00847723,TEXAS INDEPENDENT
P40014797,2024,"COOPER, JIMMY",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00847731},,C00847731,JIMMY COOPER FOR PRESIDENT
P40014805,2024,"MARSTERS, WILLIAM",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00847830},,C00847830,WILLIAM MARSTERS FOR PRESIDENT 2024
P40014813,2024,"BRINSON, MONICA EVETTE",REPUBLICAN PARTY,Challenger,P,168.15,168.15,0.00,{C00847889},2023-12-31 00:00:00,C00847889,MONICA BRINSON FOR PRESIDENT 2024
P40014821,2024,"CORTINA, RAUL IVHAN MR",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00848077},,C00848077,RAUL IVHAN CORTINA FOR PRESIDENT
P40014839,2024,"ROBBINS, MARTIN FOSTER",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00847954},,C00847954,MARTIN FOSTER ROBBINS
P40014847,2024,"MONCADA, RICHARD CHARLES",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00847962},,,
P40014854,2024,"MASONE, WILLIAM ANTHONY",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00847988},,C00847988,WILLIAM ANTHONY MASONE
P40014870,2024,"THOMPSON, AMANDA",AMERICAN INDEPENDENT PARTY,Challenger,P,0.0,0.0,0.0,{C00848044},,C00848044,AMANDA THOMPSON
P40014904,2024,"MILES, JEFF",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00848267},,C00848267,MILES FOR PRESIDENT
P40014920,2024,"SANSONE, ROBERT E",LIBERTARIAN PARTY,Challenger,P,3770.72,3770.72,0.00,{C00848457},2023-12-31 00:00:00,C00848457,ROBERT E SANSONE FOR PRESIDENT
P40014938,2024,"BROWN, GARY J",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00848499},,C00848499,GARY BROWN PRESIDENT FINANCIAL  COMMITTEE
P40014953,2024,"PERKINS, REPONSAL",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00849448},,C00849448,REPONSAL PERKINS
P40015026,2024,"SLACK, DANIEL",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00848895},,C00848895,DANIEL SLACK FOR PRESIDENT
P40015042,2024,"BALLAY, CHARLES DR.",LIBERTARIAN PARTY,Challenger,P,121234.27,123400.19,0.00,{C00848903},2024-06-30 00:00:00,C00848903,CHARLES BALLAY FOR PRESIDENT 2024
P40015067,2024,"EBBE, CHRISTOPHER",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00849059},,C00849059,EBBE FOR PRESIDENT
P40015075,2024,"TAVELER, TRIME CLOVER",LIBERTARIAN PARTY,Challenger,P,0.0,0.0,0.0,{C00849083},,C00849083,TRIME AND RANDY LIBERTARIANAF
P40015083,2024,"LANHAM, MATTHEW RUSSELL",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00849232},,C00849232,COMMITTEE TO ELECT RUSSELL LANHAM
P40015091,2024,"FARMS, WILLIAM",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00849240},,C00849240,WILLIAM FARMS MACHINE
P40015109,2024,"RECTENWALD, MICHAEL D DR.",LIBERTARIAN PARTY,Challenger,P,85862.87,75198.15,10664.72,{C00849273},2024-06-30 00:00:00,C00849273,RECTENWALD FOR PRESIDENT
P40015174,2024,"VARGO, MICHAEL IAN",NO PARTY AFFILIATION,Challenger,P,0.0,0.0,0.0,{C00851816},,C00851816,VARGO JAL
P40015182,2024,"GARIBALDI, KALEB ALEXANDER",NONE,Challenger,P,0.0,0.0,0.0,{C00849554},,C00849554,KALEB ALEXANDER GARIBALDI
P40015208,2024,"PUCHTA, DAVID A MR.",LIBERTARIAN PARTY,Challenger,P,0.0,0.0,0.0,{C00849570},,C00849570,DAVID A PUCHTA 47 YOUR NEXT PRESIDENT U.S.A
P40015216,2024,"GARDNER, DAVE",INDEPENDENT,Challenger,P,19627.00,19753.01,-126.01,{C00848580},2024-09-30 00:00:00,C00848580,DAVE GARDNER FOR PRESIDENT ELECTION COMMITTEE
P40015224,2024,"AYERS, SCOTT ALAN",,Challenger,P,0.0,0.0,0.0,{C00849604},,C00849604,SCOTT ALAN AYERS PRESIDENTIAL CAMPAIGN COMMITTEE
P40015232,2024,"NIGRO, JOSEPH ANTHONY IV",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00849638},,C00849638,JOEY NIGRO COMMITTEE
P40015240,2024,"SABER, DAVID ANDREW MX",LIBERTARIAN PARTY,Challenger,P,0.00,0.00,0.00,{C00849653},2024-12-31 00:00:00,C00849653,DAVID A. SABER FOR PREZNUT
P40015265,2024,"MCNEIL SR, ANDRE RAMON",,Challenger,P,0.0,0.0,0.0,"{C00852459,C00852947}",,C00852947,THE MCNEIL COMMITTEE
P40015273,2024,"BURLISON II, ROBERT DEAN",,Challenger,P,0.0,0.0,0.0,{C00847681},,C00847681,COMMITTEE TO ELECT ROBERT D BURLISON PRESIDENT
P40015281,2024,"OSORNIO, ANGEL",INDEPENDENT,Challenger,P,0.00,5057.34,-5057.34,{C00849497},2024-12-31 00:00:00,C00849497,ANGEL OSORNIO FOR PRESIDENT
P40015315,2024,"JENKINS, DEON D",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00801258},,C00801258,DEON DAVEN JENKINS
P40015331,2024,"PRASCAK, MARK RICHARD",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00850529},,C00850529,(MARKRPRASCAK@)HEYTHERE2024.COM
P40015349,2024,"TAYLOR, KENNY",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00849596},,C00849596,KENNYTAYLOR2024
P40015356,2024,"PASTREICH, EMANUEL YI",GREEN PARTY,Challenger,P,2240.25,2240.25,0.00,{C00850222},2023-10-10 00:00:00,C00850222,EMANUEL PASTREICH FOR US PRESIDENT
P40015364,2024,"ANDERSON, DR. JOSEPH EDWARD PASTOR",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00850180},,C00850180,JOSEPH ANDERSON
P40015372,2024,"SMETHERS, RUSSELL REVEREND",NON-PARTY,Challenger,P,0.0,0.0,0.0,{C00850271},,C00850271,COMMITTEE FOR SMETHERS FOR PRESIDENT
P40015398,2024,"FARMS, WILLIAM",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00850412},,C00850412,
P40015406,2024,"DE LA CRUZ, CLAUDIA",INDEPENDENT,Challenger,P,387646.26,387646.26,0.00,{C00850578},2024-12-31 00:00:00,C00850578,CLAUDIA DE LA CRUZ FOR PRESIDENT
P40015414,2024,"DIAZ, JOHN EDWARD",INDEPENDENT,Challenger,P,0.00,0.00,0.00,{C00850644},2023-12-20 00:00:00,C00850644,JORGE ANDRES DIAZ
P40015422,2024,"FOGG, RAYMOND KENO DJ JR",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00850701},,C00850701,COMMUNITY INVESTMENTS COMMITTEE TO ELECT RAYMOND FOGG
P40015463,2024,"BODDIE, PRESIDENT R",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00851147},,C00851147,AMERICANS WORLDWIDE FOR BODDIE - YORK 24
P40015471,2024,"DE LUCA, GAETANO ROCCO PATRIZIO MR. CP",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00851709},,C00851709,GAETANO D FOR PRESIDENT
P40015497,2024,"STONE, HEATHER LYNN",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00851261},,C00851261,HEATHER LYNN STONE
P40015505,2024,"OLSON, CHARLES LEE MR. JR",NONE,Challenger,P,0.0,0.0,0.0,{C00851378},,C00851378,IFNOTME#WHO
P40015612,2024,"HUCKABEE, MICHAEL WAYNE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00871673},,,
P40015620,2024,"ALLEN, STEVEN MCINTIRE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00814178},,C00814178,COMMITTEE TO ELECT STEVEN MCINTIRE ALLEN
P40015653,2024,"PICARD, DONALD",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00852640},,C00852640,PICARD FOR AMERICA
P40015661,2024,"PENNINGTON, RICHARD",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00852723},,C00852723,COMMITTEE TO ELECT RICHARD PENNINGTON
P40015679,2024,"ST. PETER, STEVE",NONE,Challenger,P,0.0,0.0,0.0,{C00852798},,C00852798,STEVE ST PETER FOR AMERICA
P40015687,2024,"SMITH, CORAN DE-ANDRE",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00852822},,C00852822,SMITH FOR THE PEOPLE
P40015737,2024,"HEMPHILL, EMMANUEL ANTOINE",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00853101},,C00853101,
P40015752,2024,"UYGUR, CENK",DEMOCRATIC PARTY,Challenger,P,547713.67,547713.67,0.00,{C00853150},2024-04-09 00:00:00,C00853150,CENK FOR AMERICA
P40015778,2024,"NEUJAHR, ULRICH",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00853184},,C00853184,ULRICH NEUJAHR FOR PRESIDENT
P40015802,2024,"BARRETT, STEPHEN LUKAS",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00853226},,C00853226,BARRETT COMITEE
P40015828,2024,"RUDNICK, FREDERICK DAVID MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00853325},,C00853325,DAVID RUDNICK FOR PRESIDENT
P40015836,2024,"RUDNICK, FREDERICK DAVID MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00853325},,C00853325,DAVID RUDNICK FOR PRESIDENT
P40015844,2024,"RUDNICK, FREDERICKA DAVID MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00853325},,C00853325,DAVID RUDNICK FOR PRESIDENT
P40015851,2024,"ZAVALA, JORGE MR.",GREEN PARTY,Challenger,P,5785.00,3347.09,1811.11,"{C00845610,C00876706}",2024-11-30 00:00:00,C00876706,AMPLIFY ACCESSIBILITY GREEN TECH COALITION
P40015869,2024,"CARNEY, KEVIN JOHN MR.",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00853424},,C00853424,KC FOR PRESIDENT
P40015877,2024,"CARNEY, KEVIN JOHN MR.",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00853424},,C00853424,KC FOR PRESIDENT
P40015893,2024,"CHERA, ANGAD SINGH",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00853507},,C00853507,ANGAD CHERA FOR PRESIDENT
P40015943,2024,"CAMBRIDGE, EBAN",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00858720},,C00858720,VOTE FOR CAMBRIDGE 2024
P40015950,2024,"ROSS, THOMAS ERNEST JR.",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00853820},,C00853820,TOM ROSS '24
P40015992,2024,"STUCKENBERG, DAVID JAMES",REPUBLICAN PARTY,Challenger,P,41102.00,0.00,41102.00,{C00854232},2024-12-31 00:00:00,C00854232,CITIZENS FOR DAVID STUCKENBERG
P40016008,2024,"ARBUCKEL, JAY",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00856740},,C00856740,JAY ARBUCKEL FOR PRESIDENT
P40016024,2024,"PALMER, JASON MICHAEL MR.",DEMOCRATIC PARTY,Challenger,P,953373.39,953373.39,0.00,{C00855551},2024-12-31 00:00:00,C00855551,PALMER FOR PRESIDENT
P40016065,2024,"KELLEY, STEVEN D",NO PARTY AFFILIATION,Challenger,P,0.0,0.0,0.0,{C00849091},,C00849091,COMMITTEE TO ELECT STEVEN D KELLEY FOR PRESIDENT 2024
P40016073,2024,"JOHNSON, CONSTANCE L",DEMOCRATIC PARTY,Challenger,P,10100.00,101.00,100.00,{C00852228},2023-12-20 00:00:00,C00852228,CONSTANCE JOHNSON FOR PRESIDENT OF THE UNITED STATES OF AMERICA
P40016099,2024,"GIVENS, RENZELL",NO PARTY PREFERENCE,Challenger,P,0.0,0.0,0.0,{C00854497},,C00854497,RENZELL GIVENS 
P40016107,2024,"SCHECHINGER, SETH",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00854596},,C00854596,SETH SCHECHINGER PRESIDENTIAL CAMPAIGN COMMITTEE
P40016115,2024,"CORNEJO, GABRIEL",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00854653},,C00854653,GABRIEL CORNEJO FOR PRESIDENT
P40016131,2024,"PHILLIPS, DEAN",DEMOCRATIC PARTY,Challenger,P,7670314.82,7618665.48,51649.34,{C00854778},2024-12-31 00:00:00,C00854778,"DEAN 24, INC."
P40016156,2024,"WEIGANT, BRADLEY ALLEN",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00854885},,C00854885,WEIGANT 24 INC.
P40016198,2024,"SANFORD, HARLAN MARK",REPUBLICAN PARTY,Challenger,P,29909.51,29443.97,465.54,{C00859082},2024-04-30 00:00:00,C00859082,SANFORD FOR PRESIDENT 2024
P40016206,2024,"RAMIREZ, MARC ANTHONY",,Challenger,P,0.0,0.0,0.0,"{C00855080,C00855650}",,C00855650,FLAMING HEART
P40016222,2024,"QUIGLEY, ROBERT ALLEN",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00855254},,C00855254,ROBERT QUIGLEY FOR PRESIDENT CAMPAIGN
P40016248,2024,"WALKER, JAMARION",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00855635},,C00855635,THE FRIENDS OF JAY
P40016297,2024,"HARRIS, GOLDA D",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00855718},,C00855718,GOLDA FOR PRESIDENT 2024 COMMITTEE
P40016354,2024,"WIZARD, HARVEY",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00856351},,C00856351,HARVEY WIZARD FOR PRESIDENT
P40016362,2024,"STODDEN, WILLIAM P. DR.",SOCIALIST PARTY U.S.A.,Challenger,P,5142.00,5142.00,0.00,{C00855817},2024-12-31 00:00:00,C00855817,STODDEN CHOLENSKY 2024
P40016370,2024,"PIGRAM, JIMMYRICO",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00856476},,C00856476,J. PIGRAM
P40016412,2024,"CLEMENT, CHRISTINA LOREN REV DR LLC",REPUBLICAN PARTY,Challenger,P,16011.20,0.00,14870.03,{C00857128},2024-09-30 00:00:00,C00857128,STATE OF LOC NATION FOR CLEMENT FOR PRESIDENT OF AMERICA AND USA
P40016438,2024,"KAFKA, SCOTT JAMES",NONE,Challenger,P,0.0,0.0,0.0,{C00857334},,C00857334,SCOTT KAFKA
P40016446,2024,"DEWICK, KYLE",INDEPENDENT,Challenger,P,0.0,0.0,0.0,"{C00857730,C00863845}",,C00863845,ALFRED GREENWICH ANTI-SLAVERY TICKET
P40016453,2024,"MAXWELL, MARY",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00857771},,C00857771,COMMITTEE TO ELECT MARY MAXWELL
P40016495,2024,"LICHTENBERGER, MATTHEW",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00869966},,C00869966,ML4USA
P40016503,2024,"SCHULTZ, FREDERIC CHARLES MR. J.D.",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00858159},,C00858159,FRED SCHULTZ J.D. FOR PRESIDENT 2024
P40016511,2024,"CLEGG, FREDERICK JAMES",LIBERTARIAN PARTY,Challenger,P,0.0,0.0,0.0,{C00858241},,C00858241,FREDDIE FOR VICE PRESIDENT
P40016537,2024,"MARCINIAK, JERIMIAH",NO PARTY AFFILIATION,Challenger,P,0.0,0.0,0.0,{C00856229},,C00856229,MARCINIAK FOR PRESIDENT 2024
P40016545,2024,"BRADLEY, JAMES",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00858555},,C00858555,JAMES BRADLEY FOR PRESIDENT
P40016560,2024,"LAVIN, LUIS ALBERTO",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00858829},,,
P40016602,2024,"RAMOS, BEATRICE",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00859090},,C00859090,TEAM WORLD FOR PUBLIC HEALTH
P40016628,2024,"MCCARRON, VANESSA S",NON-PARTY,Challenger,P,0.0,0.0,0.0,{C00859231},,C00859231,ORTEGA-MCCARRON GET TO WORK FOR FREEDOM PRESIDENTIAL CAMPAIGN
P40016644,2024,"KLEIN, JOHN JAMES",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00859413},,,
P40016651,2024,"MARGOLIS, BARUCH",,Challenger,P,0.0,0.0,0.0,"{C00859447,C00859454}",,C00859454,"BARUCH MARGOLIS FOR PRESIDENT IN THE YEAR TWO, ZERO, TWO FOUR"
P40016800,2024,"BERG FONVERGNE, BELLA",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00860569},,C00860569,ERICA FOR BELLA
P40016834,2024,"KARDASHIAN, QUINCI PRESTON",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00860916},,C00860916,PRESIDENT QUINCI PRESTON KARDASHIAN
